home_team,game_date,umpire
NYY,2023-07-08,Alan Porter
NYY,2023-07-09,Alex MacKay
NYY,2023-07-21,Brennan Miller
NYY,2023-07-22,Lance Barrett
NYY,2023-07-23,Mark Carlson
NYY,2023-07-25,Alfonso Márquez
NYY,2023-07-26,Doug Eddings
NYY,2023-07-31,Stu Scheurwater
NYY,2023-08-01,Mark Wegner
NYY,2023-08-02,Malachi Moore
NYY,2023-08-03,Todd Tichenor
NYY,2023-08-04,Tony Randazzo
NYY,2023-08-05,Alex Tosi
NYY,2023-08-06,Angel Hernandez
NYY,2023-08-18,Manny Gonzalez
NYY,2023-08-19,Charlie Ramos
NYY,2023-08-20,Junior Valentine
NYY,2023-08-22,Lance Barksdale
NYY,2023-08-23,Ramon D
NYY,2023-08-24,Will Little
NYY,2023-09-05,Sean Barber
NYY,2023-09-06,Mike Muchlinski
NYY,2023-09-07,Alan Porter
NYY,2023-09-08,John Libka
NYY,2023-09-09,D.J. Reyburn
NYY,2023-09-10,Angel Hernandez
NYY,2023-09-19,Bill Miller
NYY,2023-09-20,Lance Barrett
NYY,2023-09-21,John Bacon
NYY,2023-09-22,Nick Mahrley
NYY,2023-09-24,Adam Hamari
NYY,2023-09-25,Quinn Wolcott
OAK,2023-03-30,Adrian Johnson
OAK,2023-04-01,Manny Gonzalez
OAK,2023-04-02,Quinn Wolcott
OAK,2023-04-03,Alfonso Márquez
OAK,2023-04-04,Doug Eddings
OAK,2023-04-05,Lance Barrett
OAK,2023-04-14,Dan Iassogna
OAK,2023-04-15,Scott Barry
OAK,2023-04-16,Clint Vondrak
OAK,2023-04-17,Vic Carapazza
OAK,2023-04-18,Nick Mahrley
OAK,2023-04-19,Adam Hamari
OAK,2023-04-28,James Hoye
OAK,2023-04-29,D.J. Reyburn
OAK,2023-04-30,John Libka
OAK,2023-05-02,Brian O'Nora
OAK,2023-05-03,Nestor Ceja
OAK,2023-05-04,Emil Jimenez
OAK,2023-05-11,Phil Cuzzi
OAK,2023-05-12,Mark Ripperger
OAK,2023-05-13,Shane Livensparger
OAK,2023-05-14,Dan Bellino
OAK,2023-05-15,Hunter Wendelstedt
OAK,2023-05-16,Brock Ballou
OAK,2023-05-17,Ryan Blakney
OAK,2023-05-26,Brian Knight
OAK,2023-05-27,Alex Tosi
OAK,2023-05-28,Tony Randazzo
OAK,2023-05-29,Mark Ripperger
OAK,2023-05-30,Dan Bellino
OAK,2023-05-31,Phil Cuzzi
OAK,2023-06-12,Manny Gonzalez
OAK,2023-06-13,Quinn Wolcott
OAK,2023-06-14,Alex MacKay
OAK,2023-06-15,Adrian Johnson
OAK,2023-06-16,Brennan Miller
OAK,2023-06-17,Jordan Baker
OAK,2023-06-18,Tripp Gibson
OAK,2023-06-27,Chris Guccione
OAK,2023-06-28,Edwin Moscoso
OAK,2023-06-29,Nate Tomlinson
OAK,2023-06-30,Tripp Gibson
OAK,2023-07-01,Mark Carlson
OAK,2023-07-02,Brennan Miller
OAK,2023-07-14,Nic Lentz
OAK,2023-07-15,Jeremie Rehak
OAK,2023-07-16,Chad Fairchild
OAK,2023-07-17,Emil Jimenez
OAK,2023-07-18,Adam Hamari
OAK,2023-07-19,Nick Mahrley
OAK,2023-07-20,Hunter Wendelstedt
OAK,2023-07-21,John Tumpane
OAK,2023-07-22,Ryan Blakney
OAK,2023-07-23,Marvin Hudson
OAK,2023-08-05,Dan Merzel
OAK,2023-08-06,Ryan Additon
OAK,2023-08-07,Adam Beck
OAK,2023-08-08,Dan Iassogna
OAK,2023-08-09,John Bacon
OAK,2023-08-18,Emil Jimenez
OAK,2023-08-19,Brian Knight
OAK,2023-08-20,Todd Tichenor
OAK,2023-08-21,Chad Fairchild
OAK,2023-08-22,Nic Lentz
OAK,2023-08-23,Paul Clemons
OAK,2023-09-01,Chad Whitson
OAK,2023-09-02,Roberto Ortiz
OAK,2023-09-03,Rob Drake
OAK,2023-09-04,Dan Bellino
OAK,2023-09-05,Phil Cuzzi
OAK,2023-09-06,Mark Ripperger
OAK,2023-09-15,Dan Iassogna
OAK,2023-09-16,David Arrieta
OAK,2023-09-17,Alex MacKay
OAK,2023-09-18,Carlos Torres
OAK,2023-09-19,Ron Kulpa
OAK,2023-09-20,Jansen Visconti
OAK,2023-09-21,Dan Merzel
OAK,2023-09-22,Todd Tichenor
OAK,2023-09-23,Brian Walsh
OAK,2023-09-24,Brian Knight
PHI,2023-04-07,Sean Barber
PHI,2023-04-08,Alan Porter
PHI,2023-04-09,Jim Wolf
PHI,2023-04-10,John Libka
PHI,2023-04-11,Nate Tomlinson
PHI,2023-04-12,James Hoye
PHI,2023-04-20,Brian Knight
PHI,2023-04-21,Alex Tosi
PHI,2023-04-22,Tony Randazzo
PHI,2023-04-23,Todd Tichenor
PHI,2023-04-25,Laz Diaz
PHI,2023-04-26,Ryan Wills
PHI,2023-04-27,Andy Fletcher
PHI,2023-05-05,Doug Eddings
PHI,2023-05-06,Lance Barrett
PHI,2023-05-07,Charlie Ramos
PHI,2023-05-09,Jeremie Rehak
PHI,2023-05-10,Chad Fairchild
PHI,2023-05-19,Andy Fletcher
PHI,2023-05-20,Erich Bacchus
PHI,2023-05-21,Laz Diaz
PHI,2023-05-22,Manny Gonzalez
PHI,2023-05-23,Quinn Wolcott
PHI,2023-05-24,Junior Valentine
PHI,2023-06-05,Junior Valentine
PHI,2023-06-06,Adrian Johnson
PHI,2023-06-08,Manny Gonzalez
PHI,2023-06-09,Bill Miller
PHI,2023-06-10,Roberto Ortiz
PHI,2023-06-11,Chad Whitson
PHI,2023-06-20,Alfonso Márquez
PHI,2023-06-22,Ramon D
PHI,2023-06-23,Mike Estabrook
PHI,2023-06-24,Brian Walsh
PHI,2023-06-25,Erich Bacchus
PHI,2023-06-30,Jansen Visconti
PHI,2023-07-01,Edwin Jimenez
PHI,2023-07-02,Carlos Torres
PHI,2023-07-14,Dan Bellino
PHI,2023-07-16,Brock Ballou
PHI,2023-07-18,Lance Barrett
PHI,2023-07-19,Derek Thomas
PHI,2023-07-20,Jordan Baker
PHI,2023-07-24,Will Little
PHI,2023-07-25,Lance Barksdale
PHI,2023-07-26,Dan Merzel
PHI,2023-08-04,CB Bucknor
PHI,2023-08-05,Ben May
PHI,2023-08-06,Jeff Nelson
PHI,2023-08-09,Brennan Miller
PHI,2023-08-10,Tripp Gibson
PHI,2023-08-11,Stu Scheurwater
PHI,2023-08-12,Malachi Moore
PHI,2023-08-13,Alex MacKay
PHI,2023-08-21,Adam Hamari
PHI,2023-08-22,Nick Mahrley
PHI,2023-08-23,Jacob Metz
PHI,2023-08-25,Stu Scheurwater
PHI,2023-08-26,Mark Wegner
PHI,2023-08-27,Malachi Moore
PHI,2023-08-28,Erich Bacchus
PHI,2023-08-29,Laz Diaz
PHI,2023-08-30,Mike Estabrook
PHI,2023-09-08,Nate Tomlinson
PHI,2023-09-09,Sean Barber
PHI,2023-09-10,Mike Muchlinski
PHI,2023-09-12,Edwin Moscoso
PHI,2023-09-13,D.J. Reyburn
PHI,2023-09-21,Marvin Hudson
PHI,2023-09-22,Ryan Blakney
PHI,2023-09-23,Doug Eddings
PHI,2023-09-24,Edwin Jimenez
PHI,2023-09-26,D.J. Reyburn
PHI,2023-09-27,Angel Hernandez
PHI,2023-09-28,James Hoye
PIT,2023-04-07,Ryan Wills
PIT,2023-04-08,Mike Estabrook
PIT,2023-04-09,Laz Diaz
PIT,2023-04-10,Nick Mahrley
PIT,2023-04-11,Adam Hamari
PIT,2023-04-12,Jerry Layne
PIT,2023-04-20,Carlos Torres
PIT,2023-04-21,Jansen Visconti
PIT,2023-04-22,Cory Blaser
PIT,2023-04-23,Emil Jimenez
PIT,2023-04-25,Ben May
PIT,2023-04-26,Jeff Nelson
PIT,2023-04-27,CB Bucknor
PIT,2023-05-05,Clint Vondrak
PIT,2023-05-06,Carlos Torres
PIT,2023-05-07,Jansen Visconti
PIT,2023-05-08,Nate Tomlinson
PIT,2023-05-09,Sean Barber
PIT,2023-05-10,Mike Muchlinski
PIT,2023-05-19,Chris Segal
PIT,2023-05-20,Ben May
PIT,2023-05-21,Jeff Nelson
PIT,2023-05-22,Nate Tomlinson
PIT,2023-05-23,Adam Beck
PIT,2023-05-24,Dan Iassogna
PIT,2023-06-02,Mark Carlson
PIT,2023-06-03,Brennan Miller
PIT,2023-06-04,Jacob Metz
PIT,2023-06-05,Jansen Visconti
PIT,2023-06-06,Nate Tomlinson
PIT,2023-06-07,Edwin Moscoso
PIT,2023-06-09,Lance Barksdale
PIT,2023-06-10,Ryan Additon
PIT,2023-06-11,Dan Merzel
PIT,2023-06-19,Adam Beck
PIT,2023-06-20,Dan Iassogna
PIT,2023-06-21,Ryan Wills
PIT,2023-06-27,Jeremie Rehak
PIT,2023-06-28,Chad Fairchild
PIT,2023-06-29,Nic Lentz
PIT,2023-06-30,Quinn Wolcott
PIT,2023-07-01,Junior Valentine
PIT,2023-07-02,Mike Muchlinski
PIT,2023-07-14,Jordan Baker
PIT,2023-07-15,Brennan Miller
PIT,2023-07-16,Jansen Visconti
PIT,2023-07-17,Manny Gonzalez
PIT,2023-07-18,Adrian Johnson
PIT,2023-07-19,Jeremy Riggs
PIT,2023-07-28,Nestor Ceja
PIT,2023-07-29,Brian O'Nora
PIT,2023-07-30,Edwin Jimenez
PIT,2023-08-01,Chad Whitson
PIT,2023-08-02,Roberto Ortiz
PIT,2023-08-07,Jim Wolf
PIT,2023-08-08,Jeremy Riggs
PIT,2023-08-09,Mike Muchlinski
PIT,2023-08-10,Alan Porter
PIT,2023-08-11,Chad Fairchild
PIT,2023-08-21,Jordan Baker
PIT,2023-08-22,Brennan Miller
PIT,2023-08-23,Tripp Gibson
PIT,2023-08-24,Vic Carapazza
PIT,2023-08-25,Adam Hamari
PIT,2023-08-26,Nick Mahrley
PIT,2023-08-27,Jacob Metz
PIT,2023-09-04,Jeff Nelson
PIT,2023-09-05,Chris Segal
PIT,2023-09-06,CB Bucknor
PIT,2023-09-11,James Hoye
PIT,2023-09-12,John Libka
PIT,2023-09-13,Derek Thomas
PIT,2023-09-14,Angel Hernandez
PIT,2023-09-15,John Tumpane
PIT,2023-09-16,Ryan Blakney
PIT,2023-09-17,Hunter Wendelstedt
PIT,2023-09-29,Charlie Ramos
PIT,2023-09-30,Chad Fairchild
PIT,2023-10-01,Nic Lentz
SD,2023-03-30,Chris Conroy
SD,2023-03-31,Brian O'Nora
SD,2023-04-01,Pat Hoberg
SD,2023-04-02,Nestor Ceja
SD,2023-04-03,Jansen Visconti
SD,2023-04-04,Ron Kulpa
SD,2023-04-13,Mark Ripperger
SD,2023-04-14,Shane Livensparger
SD,2023-04-15,Dan Bellino
SD,2023-04-16,Phil Cuzzi
SD,2023-04-17,Bill Miller
SD,2023-04-18,Chad Whitson
SD,2023-04-19,Roberto Ortiz
SD,2023-04-29,Alfonso Márquez
SD,2023-04-30,Pat Hoberg
SD,2023-05-01,Chad Fairchild
SD,2023-05-02,Nic Lentz
SD,2023-05-03,Jeremie Rehak
SD,2023-05-05,John Libka
SD,2023-05-06,Edwin Jimenez
SD,2023-05-07,James Hoye
SD,2023-05-15,Lance Barrett
SD,2023-05-16,Charlie Ramos
SD,2023-05-17,Alfonso Márquez
SD,2023-05-19,Stu Scheurwater
SD,2023-05-20,Malachi Moore
SD,2023-05-21,Mark Wegner
SD,2023-06-02,Ryan Wills
SD,2023-06-03,Mark Ripperger
SD,2023-06-04,Shane Livensparger
SD,2023-06-05,Phil Cuzzi
SD,2023-06-06,Alex Tosi
SD,2023-06-07,Tony Randazzo
SD,2023-06-13,Chris Segal
SD,2023-06-14,David Rackley
SD,2023-06-15,Edwin Moscoso
SD,2023-06-16,Alan Porter
SD,2023-06-17,Jim Wolf
SD,2023-06-18,Mike Muchlinski
SD,2023-06-23,John Libka
SD,2023-06-24,James Hoye
SD,2023-06-25,D.J. Reyburn
SD,2023-07-03,Vic Carapazza
SD,2023-07-04,Nick Mahrley
SD,2023-07-05,Jerry Layne
SD,2023-07-07,James Hoye
SD,2023-07-08,D.J. Reyburn
SD,2023-07-09,Clint Vondrak
SD,2023-07-24,Hunter Wendelstedt
SD,2023-07-25,John Tumpane
SD,2023-07-26,Paul Clemons
SD,2023-07-28,Ryan Blakney
SD,2023-07-29,James Hoye
SD,2023-07-30,D.J. Reyburn
SD,2023-08-04,Dan Iassogna
SD,2023-08-05,John Bacon
SD,2023-08-06,Gabe Morales
SD,2023-08-07,Paul Clemons
SD,2023-08-14,Erich Bacchus
SD,2023-08-15,Laz Diaz
SD,2023-08-16,Mike Estabrook
SD,2023-08-17,Nate Tomlinson
SD,2023-08-18,Edwin Moscoso
SD,2023-08-21,Alex Tosi
SD,2023-08-22,Emil Jimenez
SD,2023-08-23,Chris Guccione
SD,2023-08-31,Doug Eddings
SD,2023-09-01,Lance Barrett
SD,2023-09-02,Ryan Blakney
SD,2023-09-03,Ryan Wills
SD,2023-09-04,Pat Hoberg
SD,2023-09-05,Tom Hanahan
SD,2023-09-06,Nestor Ceja
SD,2023-09-18,Todd Tichenor
SD,2023-09-19,Brian Walsh
SD,2023-09-20,Brian Knight
SD,2023-09-22,Derek Thomas
SD,2023-09-23,CB Bucknor
SD,2023-09-24,Ben May
SF,2023-04-07,Clint Vondrak
SF,2023-04-08,Adam Beck
SF,2023-04-09,Dan Iassogna
SF,2023-04-10,Todd Tichenor
SF,2023-04-11,Brian Knight
SF,2023-04-12,Alex Tosi
SF,2023-04-20,Rob Drake
SF,2023-04-21,Bill Miller
SF,2023-04-22,Chad Whitson
SF,2023-04-23,Roberto Ortiz
SF,2023-04-24,Nic Lentz
SF,2023-04-25,Jeremie Rehak
SF,2023-04-26,Paul Emmel
SF,2023-04-27,Chad Fairchild
SF,2023-05-05,Chris Guccione
SF,2023-05-06,David Rackley
SF,2023-05-07,Jeremy Riggs
SF,2023-05-08,Emil Jimenez
SF,2023-05-09,Chris Segal
SF,2023-05-10,Brian O'Nora
SF,2023-05-15,Roberto Ortiz
SF,2023-05-16,Jeremy Riggs
SF,2023-05-17,Rob Drake
SF,2023-05-19,Marvin Hudson
SF,2023-05-20,Hunter Wendelstedt
SF,2023-05-21,Brock Ballou
SF,2023-05-29,Mike Estabrook
SF,2023-05-30,Andy Fletcher
SF,2023-05-31,Erich Bacchus
SF,2023-06-02,Nick Mahrley
SF,2023-06-03,Vic Carapazza
SF,2023-06-04,Jerry Layne
SF,2023-06-09,Pat Hoberg
SF,2023-06-10,Jacob Metz
SF,2023-06-11,Nestor Ceja
SF,2023-06-19,Adrian Johnson
SF,2023-06-20,Manny Gonzalez
SF,2023-06-21,Quinn Wolcott
SF,2023-06-22,Junior Valentine
SF,2023-06-23,Jim Wolf
SF,2023-06-24,Mike Muchlinski
SF,2023-06-25,Sean Barber
SF,2023-07-03,Lance Barrett
SF,2023-07-04,Ramon D
SF,2023-07-05,Alfonso Márquez
SF,2023-07-07,Dan Bellino
SF,2023-07-08,Shane Livensparger
SF,2023-07-09,Mark Ripperger
SF,2023-07-25,Alan Porter
SF,2023-07-26,Jim Wolf
SF,2023-07-28,Quinn Wolcott
SF,2023-07-29,Junior Valentine
SF,2023-07-30,Manny Gonzalez
SF,2023-07-31,Dan Iassogna
SF,2023-08-01,John Bacon
SF,2023-08-02,Gabe Morales
SF,2023-08-03,Adam Beck
SF,2023-08-11,Dan Merzel
SF,2023-08-12,Ryan Additon
SF,2023-08-13,Doug Eddings
SF,2023-08-14,Bill Miller
SF,2023-08-15,Chad Whitson
SF,2023-08-16,Roberto Ortiz
SF,2023-08-25,Todd Tichenor
SF,2023-08-26,Alex Tosi
SF,2023-08-27,Emil Jimenez
SF,2023-08-28,Roberto Ortiz
SF,2023-08-29,Rob Drake
SF,2023-08-30,Bill Miller
SF,2023-09-08,Shane Livensparger
SF,2023-09-09,Dan Bellino
SF,2023-09-10,Phil Cuzzi
SF,2023-09-11,Malachi Moore
SF,2023-09-12,Bruce Dreckman
SF,2023-09-13,Stu Scheurwater
SF,2023-09-25,Mark Carlson
SF,2023-09-26,Tripp Gibson
SF,2023-09-27,Brennan Miller
SF,2023-09-29,Chris Segal
SF,2023-09-30,Nestor Ceja
SF,2023-10-01,Lance Barrett
SEA,2023-03-30,Mark Carlson
SEA,2023-03-31,Jordan Baker
SEA,2023-04-01,Tripp Gibson
SEA,2023-04-02,Brennan Miller
SEA,2023-04-03,Charlie Ramos
SEA,2023-04-04,Brian O'Nora
SEA,2023-04-05,Pat Hoberg
SEA,2023-04-14,Nick Mahrley
SEA,2023-04-15,Adam Hamari
SEA,2023-04-16,Brock Ballou
SEA,2023-04-17,Alan Porter
SEA,2023-04-18,Jim Wolf
SEA,2023-04-19,Mike Muchlinski
SEA,2023-04-21,Clint Vondrak
SEA,2023-04-22,Gabe Morales
SEA,2023-04-23,Dan Iassogna
SEA,2023-05-05,Shane Livensparger
SEA,2023-05-06,Dan Bellino
SEA,2023-05-07,Phil Cuzzi
SEA,2023-05-08,Rob Drake
SEA,2023-05-09,Bill Miller
SEA,2023-05-10,Chad Whitson
SEA,2023-05-22,Ron Kulpa
SEA,2023-05-23,Carlos Torres
SEA,2023-05-24,Jansen Visconti
SEA,2023-05-25,Cory Blaser
SEA,2023-05-26,John Tumpane
SEA,2023-05-27,Ryan Blakney
SEA,2023-05-28,Marvin Hudson
SEA,2023-05-29,Ben May
SEA,2023-05-30,Brian Walsh
SEA,2023-05-31,CB Bucknor
SEA,2023-06-12,Jim Wolf
SEA,2023-06-13,Mike Muchlinski
SEA,2023-06-14,Sean Barber
SEA,2023-06-16,Manny Gonzalez
SEA,2023-06-17,Quinn Wolcott
SEA,2023-06-18,Alex MacKay
SEA,2023-06-26,Mark Carlson
SEA,2023-06-27,Brennan Miller
SEA,2023-06-28,Derek Thomas
SEA,2023-06-30,Jordan Baker
SEA,2023-07-01,Chris Guccione
SEA,2023-07-02,Edwin Moscoso
SEA,2023-07-14,Marvin Hudson
SEA,2023-07-15,Hunter Wendelstedt
SEA,2023-07-16,Alex MacKay
SEA,2023-07-17,Jim Wolf
SEA,2023-07-18,Mike Muchlinski
SEA,2023-07-19,Sean Barber
SEA,2023-07-20,Alan Porter
SEA,2023-07-21,Vic Carapazza
SEA,2023-07-22,Emil Jimenez
SEA,2023-07-23,Adam Hamari
SEA,2023-07-31,John Libka
SEA,2023-08-01,Clint Vondrak
SEA,2023-08-02,D.J. Reyburn
SEA,2023-08-08,Doug Eddings
SEA,2023-08-09,Lance Barksdale
SEA,2023-08-11,Gabe Morales
SEA,2023-08-12,Adam Beck
SEA,2023-08-13,Dan Iassogna
SEA,2023-08-25,Quinn Wolcott
SEA,2023-08-26,Ryan Wills
SEA,2023-08-27,Doug Eddings
SEA,2023-08-28,CB Bucknor
SEA,2023-08-29,Ben May
SEA,2023-08-30,Jeff Nelson
SEA,2023-09-11,Ryan Additon
SEA,2023-09-12,Lance Barksdale
SEA,2023-09-13,Ryan Wills
SEA,2023-09-15,Mark Wegner
SEA,2023-09-16,Malachi Moore
SEA,2023-09-17,Bruce Dreckman
SEA,2023-09-25,Chris Guccione
SEA,2023-09-26,David Rackley
SEA,2023-09-27,Larry Vanover
SEA,2023-09-28,Ryan Blakney
SEA,2023-09-29,Mark Carlson
SEA,2023-09-30,Tripp Gibson
SEA,2023-10-01,Brennan Miller
STL,2023-03-30,Dan Iassogna
STL,2023-04-01,Scott Barry
STL,2023-04-02,Gabe Morales
STL,2023-04-03,Tony Randazzo
STL,2023-04-04,Junior Valentine
STL,2023-04-05,Todd Tichenor
STL,2023-04-13,Dan Merzel
STL,2023-04-14,Lance Barksdale
STL,2023-04-15,Will Little
STL,2023-04-16,Ryan Additon
STL,2023-04-17,Manny Gonzalez
STL,2023-04-18,Quinn Wolcott
STL,2023-04-19,Junior Valentine
STL,2023-05-02,Alex MacKay
STL,2023-05-03,Marvin Hudson
STL,2023-05-04,Hunter Wendelstedt
STL,2023-05-05,Junior Valentine
STL,2023-05-06,Adrian Johnson
STL,2023-05-07,Quinn Wolcott
STL,2023-05-15,Malachi Moore
STL,2023-05-16,Mark Wegner
STL,2023-05-17,Bruce Dreckman
STL,2023-05-18,Jeremie Rehak
STL,2023-05-19,Chad Fairchild
STL,2023-05-20,Paul Emmel
STL,2023-05-21,Nic Lentz
STL,2023-05-29,Mark Wegner
STL,2023-05-30,Bruce Dreckman
STL,2023-06-09,Quinn Wolcott
STL,2023-06-10,Junior Valentine
STL,2023-06-11,Adrian Johnson
STL,2023-06-12,Dan Iassogna
STL,2023-06-13,Tripp Gibson
STL,2023-06-14,Gabe Morales
STL,2023-06-24,Adam Hamari
STL,2023-06-25,Scott Barry
STL,2023-06-27,Alan Porter
STL,2023-06-28,Jim Wolf
STL,2023-06-29,Emil Jimenez
STL,2023-07-02,Dan Merzel
STL,2023-07-14,Bill Miller
STL,2023-07-15,Brian Walsh
STL,2023-07-16,Roberto Ortiz
STL,2023-07-17,Todd Tichenor
STL,2023-07-18,Tony Randazzo
STL,2023-07-19,Alex Tosi
STL,2023-07-27,Ryan Additon
STL,2023-07-28,Will Little
STL,2023-07-29,Lance Barksdale
STL,2023-07-30,Dan Merzel
STL,2023-08-01,Ben May
STL,2023-08-02,Jeff Nelson
STL,2023-08-03,Chris Segal
STL,2023-08-04,Jordan Baker
STL,2023-08-05,Mark Carlson
STL,2023-08-06,Tripp Gibson
STL,2023-08-14,Edwin Moscoso
STL,2023-08-15,David Rackley
STL,2023-08-16,Larry Vanover
STL,2023-08-17,Marvin Hudson
STL,2023-08-18,Hunter Wendelstedt
STL,2023-08-19,John Tumpane
STL,2023-08-20,Ryan Blakney
STL,2023-08-28,Phil Cuzzi
STL,2023-08-29,Mark Ripperger
STL,2023-08-30,Shane Livensparger
STL,2023-09-01,Jansen Visconti
STL,2023-09-02,Emil Jimenez
STL,2023-09-03,Carlos Torres
STL,2023-09-15,Alex Tosi
STL,2023-09-16,Brian Knight
STL,2023-09-17,Dan Merzel
STL,2023-09-18,Nick Mahrley
STL,2023-09-19,Vic Carapazza
STL,2023-09-20,Adam Hamari
STL,2023-09-21,Clint Vondrak
STL,2023-09-29,Phil Cuzzi
STL,2023-09-30,Dan Bellino
STL,2023-10-01,Shane Livensparger
TB,2023-03-30,Jerry Layne
TB,2023-04-01,Vic Carapazza
TB,2023-04-02,Nick Mahrley
TB,2023-04-07,Ryan Blakney
TB,2023-04-08,Marvin Hudson
TB,2023-04-09,Hunter Wendelstedt
TB,2023-04-10,Jeremie Rehak
TB,2023-04-11,Paul Emmel
TB,2023-04-12,Chad Fairchild
TB,2023-04-13,Nic Lentz
TB,2023-04-21,Mark Wegner
TB,2023-04-22,Bruce Dreckman
TB,2023-04-23,Stu Scheurwater
TB,2023-04-24,Jerry Layne
TB,2023-04-25,Brock Ballou
TB,2023-04-26,Vic Carapazza
TB,2023-05-02,Adrian Johnson
TB,2023-05-03,Quinn Wolcott
TB,2023-05-04,Manny Gonzalez
TB,2023-05-05,Dan Merzel
TB,2023-05-06,Lance Barksdale
TB,2023-05-07,Will Little
TB,2023-05-19,Jerry Layne
TB,2023-05-20,Adam Hamari
TB,2023-05-21,Nick Mahrley
TB,2023-05-22,Jordan Baker
TB,2023-05-23,Brennan Miller
TB,2023-05-24,Mark Carlson
TB,2023-05-25,Tripp Gibson
TB,2023-05-26,Emil Jimenez
TB,2023-05-27,Nestor Ceja
TB,2023-05-28,Brian O'Nora
TB,2023-06-06,Jeff Nelson
TB,2023-06-07,CB Bucknor
TB,2023-06-08,Chris Segal
TB,2023-06-09,Jansen Visconti
TB,2023-06-10,Carlos Torres
TB,2023-06-11,Brock Ballou
TB,2023-06-20,Andy Fletcher
TB,2023-06-21,Jeremie Rehak
TB,2023-06-22,Malachi Moore
TB,2023-06-23,Bruce Dreckman
TB,2023-06-24,Stu Scheurwater
TB,2023-06-25,Mark Wegner
TB,2023-07-04,John Tumpane
TB,2023-07-05,David Rackley
TB,2023-07-06,Charlie Ramos
TB,2023-07-07,Vic Carapazza
TB,2023-07-08,Ramon D
TB,2023-07-09,Roberto Ortiz
TB,2023-07-20,Junior Valentine
TB,2023-07-21,Manny Gonzalez
TB,2023-07-22,Adrian Johnson
TB,2023-07-23,Jeremy Riggs
TB,2023-07-25,Brian Knight
TB,2023-07-26,Todd Tichenor
TB,2023-08-08,James Hoye
TB,2023-08-09,John Libka
TB,2023-08-10,Clint Vondrak
TB,2023-08-11,Junior Valentine
TB,2023-08-12,Quinn Wolcott
TB,2023-08-13,Adrian Johnson
TB,2023-08-22,Mike Estabrook
TB,2023-08-23,Andy Fletcher
TB,2023-08-24,Erich Bacchus
TB,2023-08-25,Clint Vondrak
TB,2023-08-26,Gabe Morales
TB,2023-08-27,Adam Beck
TB,2023-09-04,Edwin Moscoso
TB,2023-09-05,Larry Vanover
TB,2023-09-06,Jacob Metz
TB,2023-09-07,Junior Valentine
TB,2023-09-08,Chad Fairchild
TB,2023-09-09,Nic Lentz
TB,2023-09-10,Paul Clemons
TB,2023-09-19,Stu Scheurwater
TB,2023-09-20,Mark Wegner
TB,2023-09-21,Malachi Moore
TB,2023-09-22,Carlos Torres
TB,2023-09-23,Ron Kulpa
TB,2023-09-24,Alex Tosi
TEX,2023-03-30,Jeff Nelson
TEX,2023-04-01,CB Bucknor
TEX,2023-04-02,Chris Segal
TEX,2023-04-03,Marvin Hudson
TEX,2023-04-04,Hunter Wendelstedt
TEX,2023-04-05,John Tumpane
TEX,2023-04-10,Cory Blaser
TEX,2023-04-11,Carlos Torres
TEX,2023-04-12,Jansen Visconti
TEX,2023-04-21,Mark Carlson
TEX,2023-04-22,Jordan Baker
TEX,2023-04-23,Tripp Gibson
TEX,2023-04-27,Lance Barrett
TEX,2023-04-28,Ryan Blakney
TEX,2023-04-29,Jeremy Riggs
TEX,2023-04-30,Chris Guccione
TEX,2023-05-02,Alan Porter
TEX,2023-05-03,Nate Tomlinson
TEX,2023-05-15,Ryan Additon
TEX,2023-05-16,Dan Merzel
TEX,2023-05-17,Lance Barksdale
TEX,2023-05-19,Ramon D
TEX,2023-05-20,Lance Barrett
TEX,2023-05-21,Charlie Ramos
TEX,2023-06-02,Laz Diaz
TEX,2023-06-03,Mike Estabrook
TEX,2023-06-04,Andy Fletcher
TEX,2023-06-05,Pat Hoberg
TEX,2023-06-06,Nestor Ceja
TEX,2023-06-07,Brian O'Nora
TEX,2023-06-12,Ramon D
TEX,2023-06-13,Lance Barrett
TEX,2023-06-14,Doug Eddings
TEX,2023-06-15,Alfonso Márquez
TEX,2023-06-16,Jeremie Rehak
TEX,2023-06-17,Chad Fairchild
TEX,2023-06-18,Nic Lentz
TEX,2023-06-26,Jeff Nelson
TEX,2023-06-27,Ryan Wills
TEX,2023-06-28,Chris Segal
TEX,2023-06-29,Ben May
TEX,2023-06-30,Bill Miller
TEX,2023-07-01,Roberto Ortiz
TEX,2023-07-02,Chad Whitson
TEX,2023-07-03,Rob Drake
TEX,2023-07-14,Mark Ripperger
TEX,2023-07-15,Bruce Dreckman
TEX,2023-07-16,Nate Tomlinson
TEX,2023-07-17,Ron Kulpa
TEX,2023-07-18,Cory Blaser
TEX,2023-07-19,Brock Ballou
TEX,2023-07-21,Edwin Jimenez
TEX,2023-07-22,Pat Hoberg
TEX,2023-07-23,Nestor Ceja
TEX,2023-08-01,Emil Jimenez
TEX,2023-08-02,Adam Hamari
TEX,2023-08-03,Nick Mahrley
TEX,2023-08-04,Jeremy Riggs
TEX,2023-08-05,Mike Muchlinski
TEX,2023-08-06,Sean Barber
TEX,2023-08-14,Hunter Wendelstedt
TEX,2023-08-15,John Tumpane
TEX,2023-08-16,Ryan Blakney
TEX,2023-08-18,Brennan Miller
TEX,2023-08-19,Tripp Gibson
TEX,2023-08-20,Mark Carlson
